filename,gold,predicted,false_positives
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-001898-001915.jpg,set(),{'twitter'},{'twitter'}
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-001937-001959.jpg,set(),{'twitter'},{'twitter'}
/CNNW_20210110_060000_CNN_Newsroom_Live-001166-001167.jpg,set(),{'twitter'},{'twitter'}
/CNNW_20210110_060000_CNN_Newsroom_Live-001168-001169.jpg,set(),{'twitter'},{'twitter'}
/CNNW_20210110_060000_CNN_Newsroom_Live-001223-001225.jpg,set(),{'parler'},{'parler'}
/CNNW_20210110_060000_CNN_Newsroom_Live-001277.jpg,set(),{'facebook'},{'facebook'}
/CNNW_20210110_060000_CNN_Newsroom_Live-001278-001281.jpg,set(),{'facebook'},{'facebook'}
/CNNW_20210110_060000_CNN_Newsroom_Live-001758-001759.jpg,set(),{'instagram'},{'instagram'}
/CNNW_20240201_040000_Laura_Coates_Live-001189-001194.jpg,set(),{'tiktok'},{'tiktok'}
/CNNW_20240201_040000_Laura_Coates_Live-003532-003535.jpg,set(),{'tiktok'},{'tiktok'}
/CNNW_20240201_040000_Laura_Coates_Live-003541.jpg,set(),{'tiktok'},{'tiktok'}
