filename,gold,predicted,false_positives
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-001310.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-002624.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-003530.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-003542.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-003543.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-003547.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20200314_050000_Cuomo_Prime_Time-001709.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20200314_050000_Cuomo_Prime_Time-002220.jpg,set(),{'discord'},{'discord'}
/CNNW_20210110_050000_CNN_Newsroom_Live-001315-001316.jpg,set(),{'instagram'},{'instagram'}
/CNNW_20210110_050000_CNN_Newsroom_Live-001869.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20210110_050000_CNN_Newsroom_Live-002704.jpg,set(),"{'instagram', 'meta'}","{'instagram', 'meta'}"
/CNNW_20210110_060000_CNN_Newsroom_Live-001215-001222.jpg,set(),{'parler'},{'parler'}
/CNNW_20210110_060000_CNN_Newsroom_Live-001223-001225.jpg,set(),{'parler'},{'parler'}
/CNNW_20210110_060000_CNN_Newsroom_Live-001269.jpg,set(),{'truth social'},{'truth social'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001003.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001066-001067.jpg,set(),{'rumble'},{'rumble'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001088.jpg,set(),{'rumble'},{'rumble'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001213.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001619.jpg,set(),{'facebook'},{'facebook'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001748.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001755.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001758-001759.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001774.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001805.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20220425_050000_CNN_Newsroom_Live-001808.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20220425_050000_CNN_Newsroom_Live-002557-002558.jpg,set(),{'rumble'},{'rumble'}
/CNNW_20220425_050000_CNN_Newsroom_Live-002579.jpg,set(),{'rumble'},{'rumble'}
/CNNW_20220425_050000_CNN_Newsroom_Live-002654.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/CNNW_20220425_050000_CNN_Newsroom_Live-003275-003276.jpg,set(),"{'youtube', 'facebook', 'instagram', 'twitter'}","{'youtube', 'facebook', 'instagram', 'twitter'}"
/CNNW_20220425_050000_CNN_Newsroom_Live-003503.jpg,set(),{'youtube'},{'youtube'}
