filename,gold,predicted,false_positives
/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-000874.jpg,set(),{'snapchat'},{'snapchat'}
/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream-001617-001619.jpg,set(),"{'twitter', 'facebook', 'youtube', 'instagram'}","{'twitter', 'facebook', 'youtube', 'instagram'}"
/FOXNEWSW_20200314_040000_Tucker_Carlson_Tonight-001175.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/FOXNEWSW_20200314_040000_Tucker_Carlson_Tonight-001178.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/FOXNEWSW_20200314_040000_Tucker_Carlson_Tonight-001183.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/FOXNEWSW_20200314_040000_Tucker_Carlson_Tonight-001185.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/FOXNEWSW_20200314_040000_Tucker_Carlson_Tonight-001194.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/FOXNEWSW_20200314_040000_Tucker_Carlson_Tonight-001196.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/FOXNEWSW_20200314_040000_Tucker_Carlson_Tonight-002771-002772.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20200314_040000_Tucker_Carlson_Tonight-002951-002959.jpg,set(),{'twitter'},{'twitter'}
/FOXNEWSW_20200314_050000_Hannity-001746.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/FOXNEWSW_20200314_050000_Hannity-003376-003377.jpg,set(),"{'facebook', 'instagram'}","{'facebook', 'instagram'}"
/FOXNEWSW_20200314_050000_Hannity-003379-003380.jpg,set(),{'instagram'},{'instagram'}
/FOXNEWSW_20200314_050000_Hannity-003383.jpg,set(),"{'facebook', 'instagram'}","{'facebook', 'instagram'}"
/FOXNEWSW_20200314_050000_Hannity-003384.jpg,set(),"{'facebook', 'instagram'}","{'facebook', 'instagram'}"
/FOXNEWSW_20200314_050000_Hannity-003385.jpg,set(),"{'facebook', 'instagram'}","{'facebook', 'instagram'}"
/FOXNEWSW_20200314_050000_Hannity-003386.jpg,set(),{'instagram'},{'instagram'}
/FOXNEWSW_20200314_050000_Hannity-003387.jpg,set(),"{'facebook', 'instagram'}","{'facebook', 'instagram'}"
/FOXNEWSW_20200314_050000_Hannity-003388.jpg,set(),"{'facebook', 'instagram'}","{'facebook', 'instagram'}"
/FOXNEWSW_20200314_050000_Hannity-003389.jpg,set(),"{'facebook', 'instagram'}","{'facebook', 'instagram'}"
/FOXNEWSW_20200314_050000_Hannity-003522.jpg,set(),{'twitter'},{'twitter'}
/FOXNEWSW_20210110_040000_Watters_World-000714.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20210110_040000_Watters_World-000715.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20210110_040000_Watters_World-000727.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20210110_040000_Watters_World-000730.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20210110_040000_Watters_World-000732.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20210110_040000_Watters_World-001313.jpg,set(),{'twitter (x)'},{'twitter (x)'}
/FOXNEWSW_20210110_040000_Watters_World-003630.jpg,set(),{'twitter'},{'twitter'}
/FOXNEWSW_20210110_040000_Watters_World-003631.jpg,set(),{'twitter'},{'twitter'}
/FOXNEWSW_20210110_050000_Justice_With_Judge_Jeanine-001494.jpg,set(),{'parler'},{'parler'}
/FOXNEWSW_20210110_050000_Justice_With_Judge_Jeanine-001495.jpg,set(),{'parler'},{'parler'}
/FOXNEWSW_20210110_050000_Justice_With_Judge_Jeanine-001496-001497.jpg,set(),{'parler'},{'parler'}
/FOXNEWSW_20210110_050000_Justice_With_Judge_Jeanine-002189.jpg,set(),{'twitter'},{'twitter'}
/FOXNEWSW_20210110_050000_Justice_With_Judge_Jeanine-002190-002202.jpg,set(),{'twitter'},{'twitter'}
/FOXNEWSW_20210110_050000_Justice_With_Judge_Jeanine-002203.jpg,set(),{'twitter'},{'twitter'}
/FOXNEWSW_20210110_050000_Justice_With_Judge_Jeanine-002668.jpg,set(),{'twitter'},{'twitter'}
/FOXNEWSW_20210110_050000_Justice_With_Judge_Jeanine-002669-002679.jpg,set(),{'twitter'},{'twitter'}
/FOXNEWSW_20210110_050000_Justice_With_Judge_Jeanine-003038.jpg,set(),{'facebook'},{'facebook'}
/FOXNEWSW_20210110_050000_Justice_With_Judge_Jeanine-003151.jpg,set(),{'parler'},{'parler'}
/FOXNEWSW_20210110_060000_The_Greg_Gutfeld_Show-000226.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20210110_060000_The_Greg_Gutfeld_Show-000227.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20210110_060000_The_Greg_Gutfeld_Show-000229.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20210110_060000_The_Greg_Gutfeld_Show-000231.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20210110_060000_The_Greg_Gutfeld_Show-000233.jpg,set(),{'youtube'},{'youtube'}
/FOXNEWSW_20210110_060000_The_Greg_Gutfeld_Show-003099.jpg,set(),{'twitter'},{'twitter'}
